,average_degree,density,longest_path,degree_centralization,betweenness_centralization,003,012,021D,021U,021C,030T,dominant_topic
811827924,2.4556962025316458,0.003897930480208961,0.08544303797468354,0.16148013345465576,0.0027039492371612366,16107.262658227848,370.0886075949367,0.8734177215189873,5.294303797468355,1.3227848101265822,0.15822784810126583,4
811831680,2.012779552715655,0.0032256082575571393,0.022364217252396165,0.8096195069667739,0.00011851760244043237,15961.063897763579,108.88817891373802,0.006389776357827476,101.84345047923323,0.19488817891373802,0.003194888178913738,2
811832712,2.1710526315789473,0.003582595101615425,0.09210526315789473,0.11570825956767862,0.005708222779526653,14927.733552631578,318.7467105263158,0.7269736842105263,2.6677631578947367,1.082236842105263,0.04276315789473684,4
811833444,2.0,0.0036101083032490976,0.06115107913669065,0.11272432375869827,0.0014720545733988345,12469.255395683453,269.50359712230215,0.07553956834532374,2.320143884892086,0.8309352517985612,0.014388489208633094,4
811833491,1.8070175438596492,0.003980214854316408,0.05701754385964912,0.14307434408015282,0.001101536260104068,8349.644736842105,197.21491228070175,0.03070175438596491,2.8421052631578947,0.5701754385964912,0.03070175438596491,4
811834201,1.9411764705882353,0.004781222833961171,0.06372549019607843,0.2938106618543628,0.0014281221371184624,6648.181372549019,176.25,0.024509803921568627,9.235294117647058,0.6372549019607843,0.004901960784313725,4
811835190,2.903225806451613,0.004697776385844034,0.11290322580645161,0.26415332240574957,0.014328001885735913,15430.606451612903,415.9,1.6161290322580646,11.925806451612903,1.7419354838709677,0.20967741935483872,4
811835287,2.0,0.0031545741324921135,0.05345911949685535,0.12698159166234077,0.0011620706391316051,16383.336477987421,308.11006289308176,0.03773584905660377,2.8867924528301887,0.8459119496855346,0.11635220125786164,0
811836038,2.0657894736842106,0.0034088935209310406,0.03289473684210526,0.3785106987519944,0.00040531887429120405,14961.97697368421,266.1381578947368,0.019736842105263157,22.164473684210527,0.6743421052631579,0.02631578947368421,0
811837647,2.0,0.0035587188612099642,0.010638297872340425,0.8530249110320285,2.320313644891608e-05,12935.187943262412,76.29432624113475,0.0,101.70212765957447,0.1453900709219858,0.0035460992907801418,2
811838548,2.0,0.0038022813688212928,0.17045454545454544,0.04597567700925899,0.0061715751187571425,11224.09090909091,258.5189393939394,0.0946969696969697,0.7386363636363636,0.8560606060606061,0.03409090909090909,4
811840815,2.104089219330855,0.003925539588303834,0.08550185873605948,0.08983174017552686,0.0036741393652231975,11647.806691449814,275.5650557620818,0.11152416356877323,1.453531598513011,0.9888475836431226,0.07434944237918216,0
811843906,1.8333333333333333,0.0030657748049052395,0.02666666666666667,0.13523826625664967,0.0003568117678668053,14581.31,264.89666666666665,0.056666666666666664,3.6366666666666667,0.4166666666666667,0.016666666666666666,1
811844431,1.9854545454545454,0.0036230922362309225,0.09090909090909091,0.04784631426967193,0.0033188835069595966,12197.581818181818,267.8909090909091,0.06545454545454546,0.5272727272727272,0.8654545454545455,0.06909090909090909,0
811846222,2.04,0.003411371237458194,0.023333333333333334,0.8449641983344931,0.00019724866822428766,14652.9,90.90666666666667,0.043333333333333335,106.30666666666667,0.17666666666666667,0.0,2
811846607,1.9580419580419581,0.003435161329898172,0.06993006993006994,0.074351371386212,0.0027810507241664735,13214.115384615385,273.7972027972028,0.05244755244755245,1.2062937062937062,0.7587412587412588,0.06993006993006994,0
811848858,1.8214285714285714,0.004083920563741191,0.0625,0.18179614592170645,0.001716057789978444,8054.919642857143,190.00446428571428,0.022321428571428572,5.571428571428571,0.45982142857142855,0.022321428571428572,4
811849533,2.164473684210526,0.0035717387528226507,0.14473684210526316,0.13234104867440386,0.021309104223647738,14929.092105263158,316.98355263157896,0.2730263157894737,3.3717105263157894,1.2763157894736843,0.003289473684210526,4
811849725,2.1723076923076925,0.003352326685660019,0.033846153846153845,0.11747506019951841,0.0006496841029386964,17101.015384615384,331.21846153846155,0.018461538461538463,8.68,0.9907692307692307,0.07692307692307693,0
811851586,2.2252559726962455,0.0038103698162606945,0.09897610921501707,0.10266911453184578,0.009658177488281383,13842.25938566553,315.8464163822526,0.3003412969283277,2.1877133105802047,1.266211604095563,0.13993174061433447,0
811852843,1.8532818532818534,0.003591631498608243,0.09652509652509653,0.10994480137544113,0.0024459067742533653,10815.610038610039,232.65250965250965,0.015444015444015444,2.030888030888031,0.6718146718146718,0.019305019305019305,4
811854199,2.0522388059701493,0.003843143831404774,0.07835820895522388,0.16583593816000675,0.002829370695602365,11569.268656716418,262.55223880597015,0.11194029850746269,4.175373134328358,0.8544776119402985,0.03731343283582089,4
811857304,2.1128526645768027,0.003322095384554721,0.04075235109717868,0.25280241255480823,0.0008125389860866085,16477.85579937304,311.435736677116,0.05329153605015674,10.764890282131661,0.8557993730407524,0.034482758620689655,0
811858372,1.9523809523809523,0.0033317081098651067,0.04421768707482993,0.24070784047875077,0.0009546867652458316,13984.074829931973,265.51020408163265,0.034013605442176874,9.02721088435374,0.6462585034013606,0.04081632653061224,0
811859095,2.164383561643836,0.003718872099044391,0.09931506849315068,0.08939447801872259,0.0030735632998323487,13754.116438356165,307.94520547945206,0.1678082191780822,1.6917808219178083,1.0650684931506849,0.0136986301369863,4
811860439,1.9933774834437086,0.0033112582781456954,0.006622516556291391,0.9799335548172757,1.0890240357906314e-05,14894.6059602649,11.781456953642385,0.0,143.59271523178808,0.019867549668874173,0.0,2
811863749,2.0413793103448277,0.003531798114783439,0.04482758620689655,0.14967800845828527,0.001139309275511551,13583.075862068965,283.9,0.5586206896551724,3.7413793103448274,0.7137931034482758,0.010344827586206896,0
811865308,2.0708661417322833,0.004092620833463011,0.07480314960629922,0.05947675512892904,0.0017681665301531222,10367.051181102363,257.07086614173227,0.11811023622047244,0.7322834645669292,0.9251968503937008,0.10236220472440945,0
811866188,2.2244897959183674,0.003796057672215644,0.09863945578231292,0.13324606105942308,0.0053848929076969814,13939.091836734693,315.75850340136054,0.2687074829931973,3.122448979591837,1.0408163265306123,0.05102040816326531,4
811866258,2.0,0.003424657534246575,0.06484641638225255,0.08965306218519041,0.003231161078685706,13873.836177474403,285.32764505119457,0.13993174061433447,1.7713310580204777,0.9249146757679181,0.0,4
811866862,2.158102766798419,0.004281949934123847,0.07114624505928854,0.0873648264086511,0.0015743902696093938,10273.604743083004,266.04347826086956,0.1225296442687747,1.284584980237154,0.849802371541502,0.09486166007905138,0
811868508,2.0308641975308643,0.0031437526277567555,0.04938271604938271,0.2023921696825183,0.000870663034503428,17016.234567901236,309.23765432098764,0.015432098765432098,8.040123456790123,0.7962962962962963,0.009259259259259259,1
811870655,2.1785714285714284,0.0039042498719918076,0.10357142857142858,0.04267553698976303,0.01016076952289482,12626.385714285714,298.4428571428571,0.2714285714285714,0.625,1.2392857142857143,0.03571428571428571,0
811872164,2.4,0.004081632653061225,0.03728813559322034,0.27602098860021823,0.001395141418922754,14018.93559322034,324.56271186440677,0.27796610169491526,12.010169491525424,1.1796610169491526,0.03389830508474576,4
811872917,2.236641221374046,0.004284753297651428,0.09541984732824428,0.07630415561450044,0.007666618110534091,11021.81679389313,285.73664122137404,0.12213740458015267,1.0801526717557253,1.1106870229007633,0.13358778625954199,0
811872958,2.064,0.004144578313253012,0.064,0.0766614846482705,0.001785220945968096,10038.672,250.82,0.152,1.388,0.868,0.1,0
811877978,2.02,0.0033779264214046823,0.03333333333333333,0.24908531795021435,0.0004490738471237608,14559.97,279.80333333333334,0.03333333333333333,9.763333333333334,0.7066666666666667,0.056666666666666664,0
811878247,2.1824561403508773,0.003842352359772671,0.06315789473684211,0.13410142835813468,0.0013713082756730487,13090.912280701754,300.11929824561406,0.14035087719298245,3.1228070175438596,0.9438596491228071,0.09473684210526316,0
811879773,2.0,0.0033783783783783786,0.06734006734006734,0.08503206596426935,0.0022929795347340063,14260.979797979799,289.7171717171717,0.12457912457912458,1.5387205387205387,0.9629629629629629,0.010101010101010102,4
811880368,2.598070739549839,0.004190436676693289,0.022508038585209004,0.5727215784528656,0.000291177946381366,15623.504823151125,281.85852090032154,0.6977491961414791,58.12540192926045,0.5434083601286174,0.27009646302250806,2
811880381,1.8726591760299625,0.0035200360451691027,0.018726591760299626,0.15956873315363881,0.00015765047460472684,11504.906367041198,238.79775280898878,0.0299625468164794,4.1610486891385765,0.36704119850187267,0.07116104868913857,1
811881965,1.955719557195572,0.0036217028836955036,0.07380073800738007,0.12329615861214374,0.0015992269289804746,11845.579335793358,255.8671586715867,0.4059040590405904,2.3948339483394836,0.6826568265682657,0.07011070110701106,0
811885779,2.2073578595317724,0.003703620569684182,0.05016722408026756,0.14794477210584592,0.0017351419090079537,14428.615384615385,317.04682274247494,0.3177257525083612,3.959866220735786,0.9899665551839465,0.07023411371237458,4
811889163,2.0610687022900764,0.003948407475651487,0.11450381679389313,0.21597406424992632,0.008212648759616664,11049.824427480917,252.4198473282443,0.3511450381679389,6.4961832061068705,0.9007633587786259,0.007633587786259542,4
811891685,2.2440677966101696,0.003816441830969676,0.06440677966101695,0.09847693343549024,0.0011183480148345434,14031.593220338984,322.1966101694915,0.21016949152542372,1.8338983050847457,1.0271186440677966,0.13898305084745763,0
811892341,1.776978417266187,0.0032075422694335504,0.05755395683453238,0.0989902160832941,0.0017473033739487092,12499.309352517985,240.16187050359713,0.014388489208633094,1.9496402877697843,0.5611510791366906,0.0035971223021582736,1
811892718,2.0616438356164384,0.003542343360165702,0.0547945205479452,0.13127147766323025,0.0010298690949278615,13770.13698630137,290.8527397260274,0.09931506849315068,3.0547945205479454,0.791095890410959,0.06506849315068493,2
811892769,1.9655172413793103,0.003400548860517838,0.04827586206896552,0.1603950403690888,0.0009073732620804627,13594.168965517241,272.67241379310343,0.05517241379310345,4.362068965517241,0.696551724137931,0.04482758620689655,4
811894093,2.079734219269103,0.0034662236987818384,0.07308970099667775,0.09369007803790412,0.0034523968784838277,14642.265780730897,304.5581395348837,0.33554817275747506,1.8903654485049834,0.9401993355481728,0.009966777408637873,4
811895080,2.0427046263345194,0.0036476868327402134,0.05693950177935943,0.14732462877624167,0.0009044693146075636,12739.555160142349,276.01067615658366,0.09252669039145907,3.377224199288256,0.8861209964412812,0.07829181494661921,0
811895905,2.0264900662251657,0.0033662625684803414,0.06291390728476821,0.3142857142857143,0.0012503909081209598,14762.192052980132,271.65562913907286,0.056291390728476824,15.367549668874172,0.7152317880794702,0.013245033112582781,0
811896857,2.2907801418439715,0.00407612124883269,0.08865248226950355,0.08139298423995933,0.0039411861551905455,12795.716312056738,314.6843971631206,0.13120567375886524,1.375886524822695,1.2659574468085106,0.1595744680851064,0
811897886,1.9807073954983923,0.003194689347578052,0.00964630225080386,0.9058878797369245,1.996975911688548e-05,15785.572347266881,52.836012861736336,0.0,126.51125401929261,0.08038585209003216,0.0,2
811898050,2.1006711409395975,0.0035364834022552144,0.03355704697986577,0.27422877422877423,0.00035205085710136305,14354.241610738254,284.63422818791946,0.49328859060402686,11.916107382550335,0.697986577181208,0.016778523489932886,1
811902222,1.967479674796748,0.0040152646424423425,0.07723577235772358,0.17708263633322183,0.0038122776711889276,9728.682926829268,229.27235772357724,0.052845528455284556,4.516260162601626,0.8048780487804879,0.0040650406504065045,4
811902361,1.821561338289963,0.0033984353326305277,0.05947955390334572,0.17359830063167309,0.0019431602677539646,11687.82156133829,233.1895910780669,0.01858736059479554,4.349442379182156,0.6096654275092936,0.011152416356877323,0
811903045,2.00836820083682,0.004219260926127773,0.07531380753138076,0.055047335389852146,0.0030899180223094495,9164.744769874476,234.55648535564853,0.11715481171548117,0.6108786610878661,0.9330543933054394,0.03765690376569038,0
811906102,2.052287581699346,0.003364405871638273,0.049019607843137254,0.21434426229508197,0.0008750830987708459,15149.764705882353,295.19934640522877,0.0196078431372549,7.522875816993464,0.8169934640522876,0.00980392156862745,4
811906213,2.104895104895105,0.0036927984296405347,0.06993006993006994,0.10210032122559921,0.0015673294924982294,13194.468531468532,292.23776223776224,0.17832167832167833,2.0734265734265733,0.972027972027972,0.06993006993006994,0
811906272,1.9152542372881356,0.0040750090155066716,0.06779661016949153,0.0690307328605201,0.0034644338944927384,8942.78813559322,220.39406779661016,0.09322033898305085,0.885593220338983,0.7838983050847458,0.05508474576271186,0
811907960,2.638157894736842,0.00435339586590238,0.08223684210526316,0.26697702882871066,0.008428174764483836,14867.121710526315,369.50657894736844,0.5164473684210527,11.980263157894736,1.763157894736842,0.1118421052631579,4
811910571,1.880281690140845,0.0033220524560792315,0.08098591549295775,0.10006766408540711,0.002011149121425107,13038.612676056338,259.67605633802816,0.056338028169014086,1.8380281690140845,0.795774647887324,0.02112676056338028,4
811910671,1.7821782178217822,0.0029506261884466593,0.026402640264026403,0.09072407647796528,0.0005502614634405071,14884.679867986799,263.0924092409241,0.026402640264026403,2.062706270627063,0.46864686468646866,0.0033003300330033004,1
811912711,2.1333333333333333,0.0035674470457079154,0.03333333333333333,0.3194092164036722,0.0009350450188649274,14549.18,284.51,0.05333333333333334,15.793333333333333,0.7266666666666667,0.07,4
811913139,2.16600790513834,0.004297634732417341,0.06719367588932806,0.02333523050654525,0.003057184213511284,10272.01185770751,268.30434782608694,0.13438735177865613,0.31225296442687744,1.075098814229249,0.16205533596837945,0
